ts_serveur,ts_epoch,ip_source,device,type,os,transport,node_id,seq,uptime_ms,cpu_usage_pct,free_heap_bytes,stack_usage_pct,active_threads,battery_mv,energy_proxy,sleep_ratio_pct,signal_dbm,last_send_duration_ms,bytes_tx,bytes_rx,transport_errors,coap_retransmissions,tx_success_rate,consecutive_failures,reset_count,update_count,status
2026-09-05T16:43:25.927177+00:00,1788626605.927177,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,34,118696,9,65536,29,1,3598,4266,55,-31,13,4244,22,0,0,100,0,1,0,ok
2026-09-05T16:43:27.844699+00:00,1788626607.844699,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,35,117830,7,65536,34,1,3898,4730,57,-50,12,4706,24,0,0,100,0,1,0,ok
2026-09-05T16:43:29.949485+00:00,1788626609.949485,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,36,122719,12,65536,29,1,3598,4656,57,-30,13,4632,24,0,0,100,0,1,0,ok
2026-09-05T16:43:39.984907+00:00,1788626619.984907,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,41,132754,8,65536,29,1,3597,5047,60,-31,12,5021,26,0,0,100,0,1,0,ok
2026-09-05T16:43:41.787892+00:00,1788626621.787892,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,42,122920,3,65536,34,1,4078,1926,66,-50,11,1916,10,0,0,100,0,1,0,ok
2026-09-05T16:43:43.875365+00:00,1788626623.875365,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,43,133860,4,65536,34,1,3897,5127,62,-49,12,5101,26,0,0,100,0,1,0,ok
2026-09-05T16:43:49.764076+00:00,1788626629.764076,10.42.0.187,sim-batterie_faible,esp32s3,zephyr,wifi,2074766961,46,136800,8,65536,34,1,3358,1185,65,-46,11,1179,6,0,0,100,0,1,0,ok
2026-09-05T16:43:55.819473+00:00,1788626635.819473,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,49,139700,6,65536,34,1,3718,2716,68,-53,11,2702,14,0,0,100,0,1,0,ok
2026-09-05T16:44:04.050016+00:00,1788626644.050016,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,53,156817,5,65536,29,1,3597,5438,66,-31,13,5410,28,0,0,100,0,1,0,ok
2026-09-05T16:44:07.847882+00:00,1788626647.847882,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,55,151730,9,65536,34,1,3717,3107,71,-54,15,3091,16,0,0,100,0,1,0,ok
2026-09-05T16:44:09.916286+00:00,1788626649.916286,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,56,159900,12,65536,34,1,3897,5524,68,-51,11,5496,28,0,0,100,0,1,0,ok
2026-09-05T16:44:10.075874+00:00,1788626650.075874,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,56,162845,9,65536,29,1,3597,5829,67,-28,14,5799,30,0,0,100,0,1,0,ok
2026-09-05T16:44:11.833221+00:00,1788626651.833221,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,57,152964,4,65536,34,1,4078,2315,73,-48,12,2303,12,0,0,100,0,1,0,ok
2026-09-05T16:44:13.934307+00:00,1788626653.934307,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,58,163918,9,65536,34,1,3897,5921,69,-49,12,5891,30,0,0,100,0,1,0,ok
2026-09-05T16:44:14.098957+00:00,1788626654.098957,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,58,166868,6,65536,29,1,3597,6220,68,-30,13,6188,32,0,0,100,0,1,0,ok
2026-09-05T16:44:19.816267+00:00,1788626659.816267,10.42.0.187,sim-batterie_faible,esp32s3,zephyr,wifi,2074766961,61,166856,6,65536,34,1,3357,1583,71,-44,23,1575,8,0,0,100,0,1,0,ok
2026-09-05T16:44:19.873804+00:00,1788626659.873804,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,61,163756,6,65536,34,1,3717,3498,73,-57,12,3480,18,0,0,100,0,1,0,ok
2026-09-05T16:44:19.953164+00:00,1788626659.953164,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,61,169937,6,65536,34,1,3897,6318,70,-48,12,6286,32,0,0,100,0,1,0,ok
2026-09-05T16:44:40.168924+00:00,1788626680.168924,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,71,192935,3,65536,29,1,3596,6611,72,-30,12,6577,34,0,0,100,0,1,0,ok
2026-09-05T16:44:41.880742+00:00,1788626681.880742,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,72,183009,3,65536,34,1,4077,2704,77,-50,12,2690,14,0,0,100,0,1,0,ok
2026-09-05T16:44:42.189137+00:00,1788626682.189137,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,72,194958,8,65536,29,1,3596,7002,72,-29,16,6966,36,0,0,100,0,1,0,ok
2026-09-05T16:44:49.859404+00:00,1788626689.859404,10.42.0.187,sim-batterie_faible,esp32s3,zephyr,wifi,2074766961,76,196899,8,65536,34,1,3357,1981,76,-46,12,1971,10,0,0,100,0,1,0,ok
2026-09-05T16:44:49.918109+00:00,1788626689.918109,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,76,193799,6,65536,34,1,3717,3889,77,-55,11,3869,20,0,0,100,0,1,0,ok
2026-09-05T16:44:49.998566+00:00,1788626689.998566,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,76,199980,5,65536,34,1,3896,6715,75,-49,10,6681,34,0,0,100,0,1,0,ok
2026-09-05T16:45:11.926295+00:00,1788626711.926295,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,87,213056,3,65536,34,1,4077,3093,80,-49,13,3077,16,0,0,100,0,1,0,ok
2026-09-05T16:45:12.263695+00:00,1788626712.263695,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,87,225032,6,65536,29,1,3596,7393,76,-33,13,7355,38,0,0,100,0,1,0,ok
2026-09-05T16:45:13.955898+00:00,1788626713.955898,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,88,217837,11,65536,34,1,3716,4280,79,-55,11,4258,22,0,0,100,0,1,0,ok
2026-09-05T16:45:19.905368+00:00,1788626719.905368,10.42.0.187,sim-batterie_faible,esp32s3,zephyr,wifi,2074766961,91,226942,8,65536,34,1,3356,2379,79,-46,11,2367,12,0,0,100,0,1,0,ok
2026-09-05T16:45:20.043880+00:00,1788626720.04388,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,91,230026,6,65536,34,1,3896,7112,78,-49,13,7076,36,0,0,100,0,1,0,ok
2026-09-05T16:45:20.294478+00:00,1788626720.294478,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,91,233063,21,65536,29,1,3596,7784,77,-32,13,7744,40,0,0,100,0,1,0,ok
2026-09-05T16:45:21.950442+00:00,1788626721.950442,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,92,223079,9,65536,34,1,4077,3482,81,-49,12,3464,18,0,0,100,0,1,0,ok
2026-09-05T16:45:26.063068+00:00,1788626726.063068,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,94,236045,9,65536,34,1,3896,7509,78,-49,12,7471,38,0,0,100,0,1,0,ok
2026-09-05T16:45:27.969535+00:00,1788626727.969535,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,95,229099,6,65536,34,1,4076,3871,82,-49,13,3851,20,0,0,100,0,1,0,ok
2026-09-05T16:45:28.325861+00:00,1788626728.325861,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,95,241094,12,65536,29,1,3595,8175,77,-33,12,8133,42,0,0,100,0,1,0,ok
2026-09-05T16:45:32.087606+00:00,1788626732.087606,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,97,242064,6,65536,34,1,3896,7906,79,-47,11,7866,40,0,0,100,0,1,0,ok
2026-09-05T16:45:33.990491+00:00,1788626733.990491,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,98,237871,8,65536,34,1,3716,4671,81,-49,12,4647,24,0,0,100,0,1,0,ok
2026-09-05T16:45:34.352844+00:00,1788626734.352844,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,98,247121,8,65536,29,1,3595,8566,78,-39,12,8522,44,0,0,100,0,1,0,ok
2026-09-05T16:45:39.994532+00:00,1788626739.994532,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,101,241124,10,65536,34,1,4076,4260,82,-47,11,4238,22,0,0,100,0,1,0,ok
2026-09-05T16:45:42.385494+00:00,1788626742.385494,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,102,255152,18,65536,29,1,3595,8957,79,-33,13,8911,46,0,0,100,0,1,0,ok
2026-09-05T16:45:46.014208+00:00,1788626746.014208,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,104,247143,7,65536,34,1,4076,4649,83,-47,11,4625,24,0,0,100,0,1,0,ok
2026-09-05T16:45:49.950307+00:00,1788626749.950307,10.42.0.187,sim-batterie_faible,esp32s3,zephyr,wifi,2074766961,106,256987,15,65536,34,1,3356,2777,81,-49,13,2763,14,0,0,100,0,1,0,ok
2026-09-05T16:45:50.119233+00:00,1788626750.119233,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,106,260101,12,65536,34,1,3895,8303,80,-50,17,8261,42,0,0,100,0,1,0,ok
2026-09-05T16:45:50.415888+00:00,1788626750.415888,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,106,263184,11,65536,29,1,3595,9348,79,-33,14,9300,48,0,0,100,0,1,0,ok
2026-09-05T16:45:52.021960+00:00,1788626752.02196,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,107,255902,17,65536,34,1,3715,5063,82,-55,11,5037,26,0,0,100,0,1,0,ok
2026-09-05T16:45:54.136616+00:00,1788626754.136616,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,108,264118,9,65536,34,1,3895,8700,81,-53,11,8656,44,0,0,100,0,1,0,ok
2026-09-05T16:45:54.438827+00:00,1788626754.438827,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,108,267207,8,65536,29,1,3595,9739,80,-32,13,9689,50,0,0,100,0,1,0,ok
2026-09-05T16:45:56.037050+00:00,1788626756.03705,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,109,257166,10,65536,34,1,4076,5039,83,-49,11,5013,26,0,0,100,0,1,0,ok
2026-09-05T16:46:00.055764+00:00,1788626760.055764,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,111,261183,7,65536,34,1,4076,5429,84,-49,10,5401,28,0,0,100,0,1,0,ok
2026-09-05T16:46:00.465766+00:00,1788626760.465766,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,111,273234,18,65536,29,1,3594,10130,80,-30,13,10078,52,0,0,100,0,1,0,ok
2026-09-05T16:46:02.484611+00:00,1788626762.484611,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,112,275253,15,65536,29,1,3594,10521,80,-29,12,10467,54,0,0,100,0,1,0,ok
2026-09-05T16:46:06.162239+00:00,1788626766.162239,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,114,276143,6,65536,34,1,3895,9097,81,-51,12,9051,46,0,0,100,0,1,0,ok
2026-09-05T16:46:06.509079+00:00,1788626766.509079,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,114,279276,18,65536,29,1,3594,10912,80,-32,12,10856,56,0,0,100,0,1,0,ok
2026-09-05T16:46:10.053855+00:00,1788626770.053855,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,116,273933,12,65536,34,1,3715,5455,83,-52,11,5427,28,0,0,100,0,1,0,ok
2026-09-05T16:46:10.531705+00:00,1788626770.531705,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,116,283300,14,65536,29,1,3594,11303,81,-34,13,11245,58,0,0,100,0,1,0,ok
2026-09-05T16:46:16.072558+00:00,1788626776.072558,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,119,279953,8,65536,34,1,3715,5847,84,-53,11,5817,30,0,0,100,0,1,0,ok
2026-09-05T16:46:18.562691+00:00,1788626778.562691,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,120,291331,11,65536,29,1,3594,11694,81,-32,12,11634,60,0,0,100,0,1,0,ok
2026-09-05T16:46:19.994541+00:00,1788626779.994541,10.42.0.187,sim-batterie_faible,esp32s3,zephyr,wifi,2074766961,121,287031,7,65536,34,1,3355,3175,83,-50,11,3159,16,0,0,100,0,1,0,ok
2026-09-05T16:46:22.091253+00:00,1788626782.091253,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,122,283220,4,65536,34,1,4075,5819,85,-48,13,5789,30,0,0,100,0,1,0,ok
2026-09-05T16:46:24.589124+00:00,1788626784.589124,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,123,297357,8,65536,29,1,3594,12085,82,-34,12,12023,62,0,0,100,0,1,0,ok
2026-09-05T16:46:28.099143+00:00,1788626788.099143,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,125,291979,5,65536,34,1,3715,6239,84,-55,12,6207,32,0,0,100,0,1,0,ok
2026-09-05T16:46:30.117180+00:00,1788626790.11718,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,126,293994,11,65536,34,1,3714,6631,85,-58,12,6597,34,0,0,100,0,1,0,ok
2026-09-05T16:46:36.207879+00:00,1788626796.207879,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,129,306187,6,65536,34,1,3894,9494,83,-49,11,9446,48,0,0,100,0,1,0,ok
2026-09-05T16:46:42.142214+00:00,1788626802.142214,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,132,306021,7,65536,34,1,3714,7023,85,-60,14,6987,36,0,0,100,0,1,0,ok
2026-09-05T16:46:46.232036+00:00,1788626806.232036,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,134,316212,3,65536,34,1,3894,9891,84,-50,12,9841,50,0,0,100,0,1,0,ok
2026-09-05T16:46:46.648129+00:00,1788626806.648129,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,134,319416,5,65536,29,1,3593,12476,83,-29,12,12412,64,0,0,100,0,1,0,ok
2026-09-05T16:46:48.667648+00:00,1788626808.667648,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,135,321435,12,65536,29,1,3593,12867,83,-36,12,12801,66,0,0,100,0,1,0,ok
2026-09-05T16:46:50.039305+00:00,1788626810.039305,10.42.0.187,sim-batterie_faible,esp32s3,zephyr,wifi,2074766961,136,317075,12,65536,34,1,3354,3573,85,-49,12,3555,18,0,0,100,0,1,0,ok
2026-09-05T16:46:52.135658+00:00,1788626812.135658,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,137,313264,3,65536,34,1,4075,6209,86,-51,11,6177,32,0,0,100,0,1,0,ok
2026-09-05T16:46:56.703386+00:00,1788626816.703386,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,139,329468,9,65536,29,1,3593,13258,83,-36,15,13190,68,0,0,100,0,1,0,ok
2026-09-05T16:47:04.266405+00:00,1788626824.266405,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,143,334243,12,65536,34,1,3894,10288,84,-53,12,10236,52,0,0,100,0,1,0,ok
2026-09-05T16:47:06.739236+00:00,1788626826.739236,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,144,339506,6,65536,29,1,3593,13649,84,-36,15,13579,70,0,0,100,0,1,0,ok
2026-09-05T16:47:08.758924+00:00,1788626828.758924,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,145,341526,21,65536,29,1,3593,14040,84,-37,13,13968,72,0,0,100,0,1,0,ok
2026-09-05T16:47:10.185285+00:00,1788626830.185285,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,146,334063,10,65536,34,1,3714,7415,86,-52,11,7377,38,0,0,100,0,1,0,ok
2026-09-05T16:47:14.290461+00:00,1788626834.290461,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,148,344269,9,65536,34,1,3894,10685,85,-49,13,10631,54,0,0,100,0,1,0,ok
2026-09-05T16:47:14.789305+00:00,1788626834.789305,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,148,347553,14,65536,29,1,3593,14431,84,-36,13,14357,74,0,0,100,0,1,0,ok
2026-09-05T16:47:18.820677+00:00,1788626838.820677,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,150,351581,10,65536,29,1,3592,14822,84,-36,17,14746,76,0,0,100,0,1,0,ok
2026-09-05T16:47:20.087148+00:00,1788626840.087148,10.42.0.187,sim-batterie_faible,esp32s3,zephyr,wifi,2074766961,151,347121,7,65536,34,1,3354,3971,86,-45,13,3951,20,0,0,100,0,1,0,ok
2026-09-05T16:47:20.310242+00:00,1788626840.310242,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,151,350289,6,65536,34,1,3893,11082,85,-48,11,11026,56,0,0,100,0,1,0,ok
2026-09-05T16:47:22.182391+00:00,1788626842.182391,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,152,343308,2,65536,34,1,4074,6599,87,-49,11,6565,34,0,0,100,0,1,0,ok
2026-09-05T16:47:24.214330+00:00,1788626844.21433,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,153,348092,7,65536,34,1,3713,7807,87,-54,12,7767,40,0,0,100,0,1,0,ok
2026-09-05T16:47:24.848031+00:00,1788626844.848031,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,153,357615,21,65536,29,1,3592,15213,85,-37,20,15135,78,0,0,100,0,1,0,ok
2026-09-05T16:47:26.230389+00:00,1788626846.230389,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,154,350108,10,65536,34,1,3713,8199,87,-54,12,8157,42,0,0,100,0,1,0,ok
2026-09-05T16:47:34.251639+00:00,1788626854.251639,10.42.0.200,sim-critique,esp32s3,zephyr,wifi,33974855,158,358130,7,65536,34,1,3713,8591,87,-54,12,8547,44,0,0,100,0,1,0,ok
2026-09-05T16:47:34.883577+00:00,1788626854.883577,10.42.0.92,sim-nominal,esp32s3,zephyr,wifi,72460753,158,367651,13,65536,29,1,3592,15604,85,-36,14,15524,80,0,0,100,0,1,0,ok
2026-09-05T16:47:38.345505+00:00,1788626858.345505,10.42.0.10,sim-montee_charge,esp32s3,zephyr,wifi,3256737300,160,368321,11,65536,34,1,3893,11479,86,-50,12,11421,58,0,0,100,0,1,0,ok
2026-09-05T16:47:40.217591+00:00,1788626860.217591,10.42.0.71,sim-stable,esp32s3,zephyr,wifi,3583438556,161,361343,5,65536,34,1,4074,6989,88,-50,15,6953,36,0,0,100,0,1,0,ok
